Unnamed: 0,Title,Duration,level,lien,description,formateur,Certification,Date,image_source,price,cost_co,cost_year,duration
1081,The ethics of artificial intelligence,37 minutes,Level : Introductory,No course link found,Executives and companies can enjoy the benefits of artificial intelligence while also being aware of potential drawbacks and taking careful steps to mitigate their effects., ,Fee-based certification,"Published on Jan 30, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,50,0.47g of CO2,56.08kg of CO2,1
1082,Thinking Machines| How Do You Make a Computer Blink 2,41 minutes,Level : Introductory,No course link found,"With six different kinds of pieces, 64 squares to move in, and billions of possible combinations of moves, chess is a good test for a computer. The number of distinct 40-move games is far greater than the number of electrons in the visible universe. For all intents and purposes: almost infinite.", ,Fee-based certification,"Published on Sep 6, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,21,0.47g of CO2,56.08kg of CO2,1
1083,180: Where AI Meets IA: Improving Digital Personalization with Jeffrey MacIntyre,46 minutes,Level : Introductory,No course link found,"Jeffrey MacIntyre, a long-time independent UX consultant and researcher specializing in thoughtful digital personalization, is Jeffrey Zeldman’s guest. The two Jeffreys discuss personalization and its intersection with AI, the business opportunity of responsible personalization, aligning personalization with business operations, the secret history of berry picking, the value of a good taxonomy, personalization versus customization, avoiding the “creep” factor, and much more. A worthwhile episode for business executives and marketers as well as the designers and coders who serve them.", ,Fee-based certification,"Published on Oct 18, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,26,0.47g of CO2,56.08kg of CO2,1
1084,10 Business Skills Every IT Manager Needs,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/10424,The article covers specific skills that are required to become an effective IT manager , ,Fee-based certification,"Published on May 23, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,25,0.47g of CO2,56.08kg of CO2,1
1085,2 trends reshaping the future of IT support,11 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/10421,"""We are in the early stages of a broader transformation in how enterprise organizations look at the role of support. In the near future, support will become much more automated, but will also become much more customer-facing.""", ,Fee-based certification,"Published on Apr 19, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,15,0.47g of CO2,56.08kg of CO2,1
1086,Ten trends redefining enterprise IT infrastructure,15 minutes,Level : Intermediate,https://www.my-mooc.com/en/resource/start/10420,The IT infrastructure landscape is evolving rapidly. What will it look like in 2020?, ,Fee-based certification,"Published on Nov 30, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,38,0.47g of CO2,56.08kg of CO2,1
1087,Introduction to Analytics Modeling,128 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/8005,"Analytical models are key to understanding data, generating predictions, and making business decisions. Without models it’s nearly impossible to gain insights from data. In modeling, it’s essential to understand how to choose the right data sets, algorithms, techniques and formats to solve a particular business problem.In this course, part of the Analytics: Essential Tools and Methods MicroMasters program, you’ll gain an intuitive understanding of fundamental models and methods of analytics and practice how to implement them using common industry tools like R.",The Georgia Institute of Technology,Fee-based certification,"Aug 21, 2023 to Dec 31, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,25,0.47g of CO2,56.08kg of CO2,128
1088,Data Analytics for Business,160 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/7903,"Today, businesses, consumers, and societies leave behind massive amounts of data as a by-product of their activities. Leading-edge companies in every industry are using analytics to replace intuition and guesswork in their decision-making. As a result, managers are collecting and analyzing enormous data sets to discover new patterns and insights and running controlled experiments to test hypotheses.This course prepares students to understand business analytics and become leaders in these areas in business organizations. This course teaches the scientific process of transforming data into insights for making better business decisions. It covers the methodologies, issues, and challenges related to analyzing business data. It will illustrate the processes of analytics by allowing students to apply business analytics algorithms and methodologies to business problems. The use of examples places business analytics techniques in context and teaches students how to avoid the common pitfalls, emphasizing the importance of applying proper business analytics techniques.",The Georgia Institute of Technology,Fee-based certification,"Aug 21, 2023 to Dec 31, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,41,0.47g of CO2,56.08kg of CO2,160
1089,Computing for Data Analysis,120 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/7901,"The modern data analysis pipeline involves collection, preprocessing, storage, analysis, and interactive visualization of data.The goal of this course, part of the Analytics: Essential Tools and Methods MicroMasters program, is for you to learn how to build these components and connect them using modern tools and techniques.In the course, you’ll see how computing and mathematics come together. For instance, “under the hood” of modern data analysis lies numerical linear algebra, numerical optimization, and elementary data processing algorithms and data structures. Together, they form the foundations of numerical and data-intensive computing.",The Georgia Institute of Technology,Fee-based certification,"Aug 21, 2023 to Dec 31, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,23,0.47g of CO2,56.08kg of CO2,120
1090,Machine Learning with Python: from Linear Models to Deep Learning,150 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/8267,"If you have specific questions about this course, please contact us atsds-mm@mit.edu.Machine learning methods are commonly used across engineering and sciences, from computer systems to physics. Moreover, commercial sites such as search engines, recommender systems (e.g., Netflix, Amazon), advertisers, and financial institutions employ machine learning algorithms for content recommendation, predicting customer behavior, compliance, or risk.As a discipline, machine learning tries to design and understand computer programs that learn from experience for the purpose of prediction or control.In this course, students will learn about principles and algorithms for turning training data into effective automated predictions. We will cover:Representation, over-fitting, regularization, generalization, VC dimension;Clustering, classification, recommender problems, probabilistic modeling, reinforcement learning;On-line algorithms, support vector machines, and neural networks/deep learning.",MIT,Fee-based certification,"Sep 4, 2023 to Dec 19, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b3876a6d91f860e6e88af5feca1c1c7d51d2114a.jpeg,28,0.47g of CO2,56.08kg of CO2,150
1091,Foundations of Modern Finance II,120 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/15707,"Many of the most important financial decisions in business are done under uncertainty. This is the second course in the Foundations of Modern Finance series of courses, as part of the MicroMasters® Program in Finance. It provides you with the science behind making financial decisions under uncertainty.We build on the core set of basic principles taught in the first part, and continue to develop a powerful and general framework for making financial decisions in business and in personal financial planning. We introduce financial derivative securities, and their valuation models, discuss the capital structure decision of firms, and explore the interaction between investing and financing.",Edx,Fee-based certification,"Sep 20, 2023 to Dec 18, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a7dbf6913ef38e2d61acd3d9b08117dcdba2eeeb.png,32,0.47g of CO2,56.08kg of CO2,120
1092,Foundations of Modern Finance I,120 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/15706,"This is a two-part course, and part of the MicroMasters® Program in Finance. It provides a rigorous and comprehensive introduction to the fundamentals of modern finance and their applications to business challenges in valuation, investments, and corporate financial decisions under a unified framework.Completing this first course and program will help you prepare for a career as a financial analyst, financial advisor, vice president for finance, chief financial officer, and more.",Edx,Fee-based certification,"Sep 20, 2023 to Dec 18, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a7dbf6913ef38e2d61acd3d9b08117dcdba2eeeb.png,19,0.47g of CO2,56.08kg of CO2,120
1093,Derivatives Markets: Advanced Modeling and Strategies,120 hours,Level : Advanced,https://www.my-mooc.com/en/resource/start/15617,"Financial derivatives are ubiquitous in global capital markets, and those products and the institutions around them continue to evolve at a rapid pace. This course is part of the MicroMasters® Program in Finance, and is designed for students seeking to develop a sophisticated and durable understanding of valuation and hedging methods, and a basic familiarity with major markets and instruments. Tools for quantifying, hedging, and speculating on risk are emphasized.Topics include forwards, futures and options in the stock, fixed income and commodity markets, exotic options, real options, interest rate and currency swaps, mortgages, credit risk, securitization, the yield curve, duration and convexity.",Edx,Fee-based certification,"Sep 20, 2023 to Dec 18, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a7dbf6913ef38e2d61acd3d9b08117dcdba2eeeb.png,12,0.47g of CO2,56.08kg of CO2,120
1094,Python Basics for Data Science,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/8369,"Please Note: Learners who successfully complete this IBM course can earn a skill badge —a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!Kickstart your learning of Python for data science, as well as programming in general with this introduction to Python course. This beginner-friendly Python course will quickly take you from zero to programming in Python in a matter of hours and give you a taste of how to start working with data in Python. ~~~~",IBM,Fee-based certification,"Sep 29, 2023 to Dec 31, 2023",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/4f45c7658c5044173103e1855c938b965ff5c51e.png,12,0.47g of CO2,56.08kg of CO2,12
1095,Use Python libraries for Data Science,8 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/27111,"Python has emerged as a prominent language for all things Data Science. Operate in a Jupyter notebook and learn how to use the essential libraries like NumPy, Matplotlib and Pandas.",OpenClassrooms,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/7dc2c1a236f0667935f0c5b07e7f975b862c9184.png,13,0.47g of CO2,56.08kg of CO2,8
